CLIENTNUM,Predicted_Spending
3618,3819.58
3619,4152.12
3620,1527.31
3621,3563.72
3622,3637.41
3623,3855.37
3624,4549.75
3625,4633.44
3626,2866.67
3627,4142.76
3628,1541.42
3629,2531.95
3630,4033.43
3631,1980.61
3632,4377.75
3633,4222.4
3634,3373.39
3635,3468.1
3636,3838.8
3637,2530.93
3638,1608.09
3639,2443.24
3640,3981.43
3641,4129.67
3642,3613.82
3643,3654.59
3644,4722.57
3645,4231.23
3646,4576.0
3647,3495.37
3648,3809.48
3649,3768.95
3650,4217.12
3651,2037.5825
3652,3286.16
3653,2244.37
3654,2444.77
3655,2099.9933333333333
3656,4879.98
3657,2563.77
3658,3462.56
3659,3993.2
3660,2250.95
3661,4627.99
3662,4557.08
3663,4587.08
3664,3927.4
3665,1844.62
3666,4481.32
3667,2384.66
3668,1632.95
3669,2223.45
3670,4432.58
3671,3569.84
3672,2230.19
3673,3529.39
3674,3470.58
3675,4399.23
3676,4693.78
3677,4681.13
3678,4982.39
3679,3198.59
3680,4401.14
3681,4117.92
3682,3583.3
3683,4914.34
3684,3752.54
3685,6776.85
3686,4802.4525
3687,3479.6
3688,1466.98
3689,3822.73
3690,4324.77
3691,4038.6
3692,2758.8
3693,2139.31
3694,1956.89
3695,4281.81
3696,3364.23
3697,4387.38
3698,4468.5
3699,4030.74
3700,4442.39
3701,1470.55
3702,3688.42
3703,2891.77
3704,3388.68
3705,3479.66
3706,1673.28
3707,4138.73
3708,3211.8
3709,4134.37
3710,2320.88
3711,3275.6
3712,3213.38
3713,3936.43
3714,3649.86
3715,4916.28
3716,3944.15
3717,3210.82
3718,1965.77
3719,1914.98
3720,4434.47
3721,4699.01
3722,3440.57
3723,4158.3
3724,4419.14
3725,4778.96
3726,1908.62
3727,3790.24
3728,4842.6
3729,4391.96
3730,4128.05
3731,3868.15
3732,1842.72
3733,3544.38
3734,4212.69
3735,5070.22
3736,3129.21
3737,4679.14
3738,3992.15
3739,2247.88
3740,4418.6
3741,5302.25
3742,3998.5
3743,4029.11
3744,4550.79
3745,3241.86
3746,2861.16
3747,4771.37
3748,4289.3
3749,3943.68
3750,3787.19
3751,3961.16
3752,3757.35
3753,3552.19
3754,3862.47
3755,3647.95
3756,4434.39
3757,3811.46
3758,3839.53
3759,4900.82
3760,4235.93
3761,4818.05
3762,3230.33
3763,3691.86
3764,1840.68
3765,3853.61
3766,2491.39
3767,4701.53
3768,4456.56
3769,4010.92
3770,1690.56
3771,2853.36
3772,2066.1816666666664
3773,4209.1
3774,5360.25
3775,4275.77
3776,1731.8
3777,3911.57
3778,3739.97
3779,1949.83
3780,5233.21
3781,3925.17
3782,3653.22
3783,4197.31
3784,3151.8
3785,3919.58
3786,3765.26
3787,4090.93
3788,1843.6196666666667
3789,3935.15
3790,4582.31
3791,3936.72
3792,1894.39
3793,4307.51
3794,3106.98
3795,2419.32
3796,3883.08
3797,3938.43
3798,2318.32
3799,4668.46
3800,2209.2
3801,1741.56
3802,4118.75
3803,3625.66
3804,4323.25
3805,3862.15
3806,2088.61
3807,3466.45
3808,2075.81
3809,4706.83
3810,1557.16
3811,2128.19
3812,3680.85
3813,2009.3566666666668
3814,3724.14
3815,4013.16
3816,3992.51
3817,1921.98
3818,4484.81
3819,4028.903333333333
3820,2083.46
3821,3178.56
3822,3568.13
3823,4421.28
3824,5019.48
3825,3749.25
3826,4404.03
3827,3863.38
3828,3205.6
3829,4337.15
3830,4476.187142857143
3831,3878.78
3832,3921.86
3833,4376.31
3834,10732.15
3835,1753.1
3836,4266.31
3837,2271.8
3838,3768.47
3839,3157.24
3840,3417.41
3841,3726.52
3842,4249.84
3843,1823.01
3844,4033.16
3845,4086.71
3846,3632.0
3847,3557.08
3848,4263.58
3849,4070.41
3850,3470.43
3851,1766.41
3852,4378.38
3853,4049.68
3854,3684.66
3855,2041.15
3856,3380.29
3857,4445.94
3858,3094.88
3859,1950.43
3860,4895.28
3861,2946.12
3862,3903.42
3863,3337.74
3864,2063.08
3865,4662.79
3866,4894.07
3867,3454.12
3868,3895.74
3869,3720.14
3870,5014.11
3871,3485.91
3872,4399.03
3873,3790.9
3874,4387.91
3875,4382.66
3876,4609.09
3877,2162.94
3878,3503.7
3879,2601.43
3880,4179.79
3881,2880.96
3882,4413.62
3883,4272.72
3884,4375.59
3885,1749.53
3886,4324.59
3887,3375.31
3888,3657.64
3889,2313.44
3890,4084.9
3891,2434.1
3892,4204.47
3893,2028.95
3894,4519.48
3895,4592.47
3896,4237.56
3897,4205.19
3898,3718.21
3899,4268.08
3900,3716.12
3901,1984.01
3902,6270.98
3903,3377.7
3904,2646.4
3905,1702.59
3906,3936.49
3907,4132.483333333334
3908,4331.96
3909,2311.695
3910,4778.6
3911,3996.21
3912,5233.2
3913,4122.93
3914,4939.13
3915,1814.28
3916,4090.13
3917,3838.61
3918,4488.38
3919,4280.27
3920,3675.57
3921,4402.67
3922,2176.74
3923,4033.656
3924,4588.98
3925,3456.63
3926,4209.4
3927,4037.5
3928,5865.79
3929,4304.42
3930,3886.63
3931,4989.49
3932,4212.11
3933,3897.7
3934,3441.97
3935,2249.94
3936,2031.44
3937,4747.34
3938,4301.91
3939,4387.86
3940,2195.96
3941,4622.32
3942,4072.23
3943,3758.97
3944,3994.68
3945,6387.63
3946,5264.22
3947,4347.68
3948,4067.98
3949,5279.68
3950,1698.79
3951,3889.84
3952,1307.74
3953,4039.45
3954,1794.87
3955,2243.59
3956,2074.22
3957,3435.88
3958,4363.84
3959,2296.61
3960,6431.74
3961,4404.23
3962,4270.45
3963,2250.11
3964,4264.13
3965,4270.08
3966,4613.49
3967,4324.57
3968,3904.12
3969,3735.3
3970,4249.0
3971,4074.41
3972,4308.47
3973,4697.17
3974,4370.28
3975,3937.27
3976,4067.14
3977,4410.07
3978,3805.28
3979,4363.54
3980,4220.77
3981,4961.33
3982,4285.48
3983,1864.83
3984,7004.88
3985,4100.65
3986,5221.7
3987,4055.45
3988,1657.83
3989,5419.19
3990,1767.5
3991,4875.27
3992,3721.27
3993,4101.18
3994,1956.06
3995,2526.51
3996,4262.68
3997,3904.62
3998,2376.39
3999,4417.22
4000,3531.93
4001,4458.45
4002,3946.11
4003,2975.95
4004,4576.41
4005,1598.28
4006,5064.6
4007,4421.42
4008,4265.71
4009,2970.11
4010,4374.3
4011,4211.71
4012,4678.0
4013,4302.42
4014,3469.79
4015,4123.88
4016,3911.25
4017,1824.92
4018,1665.49
4019,4627.08
4020,3903.54
4021,1913.17
4022,3960.2
4023,5079.85
4024,3245.53
4025,4527.11
4026,4206.97
4027,1877.08
4028,5167.91
4029,4533.4
4030,1765.83
4031,2405.08
4032,4268.21
4033,3522.01
4034,1889.05
4035,3993.32
4036,1834.1033333333332
4037,1817.32
4038,3914.56
4039,3979.95
4040,3836.51
4041,4056.49
4042,3979.52
4043,4406.241666666667
4044,5278.08
4045,1815.92
4046,7650.95
4047,6252.11
4048,6588.75
4049,3690.59
4050,2365.04
4051,2942.12
4052,3964.93
4053,4072.47
4054,3702.5
4055,4104.34
4056,3898.65
4057,4079.82
4058,4689.12
4059,4517.19
4060,4518.73
4061,4349.85
4062,3739.78
4063,2097.47
4064,1861.09
4065,3359.15
4066,3944.79
4067,5139.55
4068,1572.11
4069,4388.92
4070,3918.49
4071,4155.15
4072,4938.16
4073,2587.8
4074,2019.51
4075,3479.05
4076,4607.45
4077,4960.33
4078,4177.8
4079,5184.61
4080,3848.54
4081,3855.59
4082,4072.72
4083,2177.92
4084,4043.86
4085,2605.13
4086,3064.84
4087,2123.3
4088,1776.93
4089,4329.19
4090,3087.21
4091,5592.13
4092,4604.52
4093,3197.42
4094,4280.26
4095,4872.03
4096,4275.18
4097,4337.31
4098,1465.32
4099,4646.07
4100,4728.41
4101,3416.2
4102,3790.86
4103,2354.17
4104,4171.28
4105,5143.74
4106,4070.55
4107,4205.26
4108,2319.62
4109,4273.61
4110,5102.01
4111,4048.0
4112,3990.99
4113,4451.63
4114,4778.45
4115,4088.49
4116,1983.14
4117,1627.9866666666667
4118,1727.94
4119,6722.63
4120,3725.97
4121,4418.35
4122,4034.57
4123,5338.32
4124,3811.9
4125,4137.91
4126,4704.88
4127,6612.79
4128,4560.68
4129,4826.45
4130,4483.89
4131,4654.43
4132,4319.41
4133,2040.65
4134,4733.89
4135,3620.42
4136,4311.3
4137,4067.66
4138,4325.57
4139,4414.24
4140,3456.01
4141,3493.76
4142,1504.03
4143,4444.33
4144,1915.33
4145,3351.37
4146,4235.15
4147,2440.8
4148,4369.46
4149,4118.59
4150,2343.96
4151,1699.44
4152,4165.97
4153,1571.9
4154,4102.15
4155,4086.82
4156,6115.62
4157,4353.23
4158,4353.73
4159,4375.04
4160,1724.03
4161,3953.39
4162,3886.78
4163,2162.94
4164,4459.05
4165,5120.15
4166,3002.7
4167,4961.77
4168,4266.74
4169,5897.28
4170,3596.53
4171,3914.49
4172,1734.78
4173,3061.09
4174,4433.4
4175,4531.8
4176,3032.53
4177,2183.21
4178,4566.16
4179,1388.49
4180,4395.28
4181,4579.68
4182,4512.77
4183,3767.55
4184,1322.7
4185,1954.61
4186,3633.7
4187,4524.8
4188,3337.03
4189,2134.56
4190,3403.09
4191,4727.64
4192,2187.25
4193,3687.98
4194,2081.8
4195,1749.31
4196,2431.48
4197,4289.95
4198,2213.71
4199,4480.92
4200,4985.38
4201,4644.7
4202,2569.15
4203,4320.51
4204,2101.61
4205,3923.75
4206,4017.63
4207,2223.7
4208,4145.51
4209,4734.85
4210,4582.17
4211,4375.63
4212,4412.56
4213,4170.11
4214,5081.12
4215,5147.93
4216,4275.89
4217,2197.61
4218,4539.44
4219,3897.03
4220,3669.07
4221,3466.77
4222,4012.84
4223,4306.03
4224,1970.99
4225,4926.75
4226,4746.45
4227,4280.68
4228,2443.04
4229,3839.7
4230,7649.79
4231,3678.67
4232,4251.82
4233,2767.55
4234,4676.83
4235,3991.39
4236,3457.32
4237,2043.89
4238,4458.72
4239,4376.43
4240,5164.87
4241,3715.73
4242,2064.11
4243,4302.21
4244,3618.34
4245,5307.57
4246,2335.49
4247,4429.03
4248,3960.88
4249,2520.56
4250,4449.14
4251,3850.05
4252,5162.26
4253,8469.49
4254,3406.85
4255,2365.64
4256,4569.97
4257,4625.17
4258,3645.29
4259,2796.14
4260,4187.2945
4261,3469.78
4262,2383.87
4263,3726.4
4264,4617.88
4265,4144.65
4266,4110.81
4267,2014.76
4268,5006.04
4269,4759.3
4270,2097.03
4271,4483.59
4272,2025.44
4273,1706.62
4274,1906.85
4275,7893.43
4276,4464.48
4277,3879.09
4278,4604.05
4279,4104.35
4280,3951.64
4281,4416.36
4282,1470.59
4283,4934.66
4284,3389.76
4285,4591.16
4286,1520.08
4287,4175.61
4288,3894.36
4289,3444.11
4290,4960.91
4291,3687.63
4292,3267.43
4293,4091.86
4294,3947.57
4295,4827.33
4296,4820.61
4297,4873.47
4298,1915.75
4299,4764.59
4300,3988.48
4301,4109.62
4302,2278.03
4303,4664.95
4304,3076.76
4305,3941.23
4306,1751.77
4307,4954.73
4308,4264.11
4309,4509.93
4310,3302.43
4311,4657.3
4312,3308.61
4313,4342.13
4314,4178.99
4315,4035.67
4316,4227.84
4317,4752.65
4318,4518.18
4319,4468.25
4320,4287.72
4321,4065.18
4322,4645.13
4323,3746.24
4324,4389.86
4325,2969.57
4326,4339.16
4327,4457.01
4328,3962.26
4329,4945.16
4330,4920.51
4331,3936.0175
4332,5273.54
4333,3744.82
4334,4426.35
4335,2563.37
4336,4699.7
4337,4338.98
4338,4034.79
4339,2092.53
4340,4099.65
4341,2299.64
4342,3591.33
4343,2412.93
4344,1758.49
4345,4322.9
4346,4236.41
4347,3277.32
4348,4704.25
4349,4283.96
4350,4708.05
4351,3440.87
4352,4008.97
4353,3718.46
4354,3627.9
4355,3970.55
4356,4601.99
4357,3752.88
4358,2163.81
4359,3842.77
4360,4280.726000000001
4361,4927.84
4362,2393.43
4363,4871.14
4364,4250.92
4365,4514.48
4366,2598.2
4367,1817.98
4368,1744.33
4369,3438.49
4370,4101.26
4371,4554.18
4372,1768.35
4373,4953.62
4374,5529.24
4375,2095.99
4376,4757.64
4377,5718.64
4378,4438.86
4379,3286.37
4380,4910.79
4381,4461.09
4382,1695.72
4383,4663.05
4384,4318.7
4385,4626.92
4386,3933.78
4387,1760.71
4388,2507.64
4389,4600.15
4390,4504.15
4391,4413.49
4392,4505.3
4393,2108.02
4394,4039.15
4395,3855.26
4396,4587.07
4397,3804.63
4398,4715.8
4399,3395.89
4400,4674.73
4401,3635.48
4402,2136.6
4403,3795.3
4404,3723.9
4405,4158.01
4406,1441.3466666666666
4407,4332.63
4408,4460.95
4409,3936.65
4410,4622.9
4411,3498.56
4412,5352.97
4413,3789.01
4414,2584.31
4415,4289.66
4416,4575.18
4417,1334.06
4418,2845.43
4419,4980.58
4420,2941.19
4421,4606.8
4422,4159.69
4423,3919.89
4424,2399.97
4425,4873.33
4426,5968.58
4427,4136.16
4428,4121.85
4429,3067.49
4430,3750.62
4431,4091.42
4432,4471.2
4433,4143.9
4434,4674.74
4435,1833.22
4436,4387.75
4437,4016.95
4438,2330.11
4439,4316.46
4440,4622.49
4441,2196.02
4442,4764.06
4443,1533.41
4444,4341.22
4445,2642.08
4446,5316.9
4447,2385.43
4448,4664.78
4449,5006.56
4450,4527.24
4451,1794.11
4452,3115.92
4453,4209.43
4454,3624.92
4455,4509.6
4456,3485.7
4457,4531.24
4458,4126.66
4459,3960.26
4460,3983.96
4461,4549.14
4462,4508.66
4463,4857.14
4464,4175.93
4465,4064.41
4466,4123.13
4467,2248.47
4468,3726.96
4469,4155.79
4470,5037.015
4471,5139.86
4472,4619.48
4473,3477.06
4474,1554.25
4475,4713.66
4476,4860.23
4477,4363.4
4478,4304.2
4479,5027.13
4480,4949.88
4481,4611.27
4482,3786.91
4483,2200.29
4484,4098.9
4485,4057.16
4486,1928.4
4487,2024.4691666666665
4488,4564.5
4489,1498.92
4490,4092.58
4491,3679.24
4492,3597.63
4493,2104.71
4494,4684.33
4495,4193.33
4496,2833.94
4497,4480.56
4498,4267.29
4499,4678.94
4500,4427.7
4501,4256.18
4502,5522.39
4503,4582.55
4504,4369.72
4505,1753.6
4506,3733.15
4507,4104.82
4508,4158.31
4509,4337.42
4510,1948.62
4511,2304.36
4512,4673.17
4513,2358.97
4514,4064.49
4515,4018.92
4516,6796.66
4517,4759.15
4518,3950.44
4519,5292.01
4520,4321.45
4521,1561.17
4522,4734.2
4523,2264.31
4524,4169.13
4525,2003.95
4526,3599.9
4527,1668.55
4528,4409.09
4529,4432.1
4530,4381.96
4531,3970.55
4532,5105.94
4533,4228.98
4534,4255.16
4535,4607.63
4536,1988.93
4537,2277.4
4538,3739.55
4539,4858.48
4540,2149.08
4541,2661.63
4542,3938.83
4543,4082.04
4544,4869.31
4545,3189.6
4546,3628.91
4547,4258.57
4548,3735.68
4549,4188.89
4550,3697.7
4551,4410.33
4552,4401.075
4553,4327.19
4554,4547.95
4555,4284.92
4556,4457.8
4557,4285.58
4558,4293.66
4559,4643.49
4560,4750.67
4561,2068.52
4562,2331.64
4563,4329.78
4564,5034.93
4565,4801.64
4566,3104.07
4567,2418.11
4568,4664.83
4569,2027.3
4570,4356.84
4571,3999.78
4572,4871.61
4573,3767.53
4574,3895.92
4575,4414.56
4576,3451.4
4577,1753.04
4578,4344.76
4579,3971.1
4580,4603.23
4581,2276.7516666666666
4582,3832.07
4583,4622.64
4584,2480.98
4585,1881.28
4586,5009.84
4587,6670.04
4588,2507.14
4589,3990.65
4590,4631.755
4591,4549.78
4592,4367.62
4593,2234.38
4594,5189.06
4595,2980.1
4596,4204.55
4597,6434.91
4598,4104.78
4599,4305.57
4600,4226.11
4601,4421.82
4602,5211.16
4603,2579.53
4604,4860.54
4605,2358.38
4606,2216.18
4607,3694.38
4608,4462.7
4609,5261.53
4610,4192.29
4611,4253.9
4612,4127.31
4613,4862.7
4614,3128.86
4615,2208.91
4616,4525.15
4617,3490.95
4618,3959.21
4619,4318.73
4620,4175.97
4621,4340.03
4622,4668.22
4623,5878.61
4624,2085.77
4625,3270.69
4626,4406.416666666667
4627,3941.2
4628,3623.38
4629,4490.02
4630,3871.52
4631,2252.86
4632,3955.09
4633,2935.93
4634,3685.88
4635,4466.95
4636,3476.2
4637,3956.06
4638,4850.73
4639,4453.91
4640,2367.64
4641,5444.59
4642,2377.53
4643,3494.88
4644,4386.34
4645,4572.21
4646,4480.21
4647,3773.67
4648,1739.39
4649,1441.1
4650,1943.9516666666666
4651,3649.25
4652,4500.93
4653,4462.47
4654,1786.27
4655,2352.93
4656,3744.05
4657,4042.98
4658,4455.29
4659,4025.77
4660,4967.14
4661,2430.14
4662,3916.07
4663,4220.74
4664,4608.33
4665,4292.94
4666,1548.71
4667,4679.95
4668,2436.18
4669,2337.22
4670,4215.82
4671,4734.77
4672,4790.58
4673,5556.41
4674,4310.58
4675,5032.48
4676,2736.09
4677,1934.53
4678,4570.76
4679,4121.26
4680,2381.49
4681,2959.32
4682,4115.06
4683,3386.94
4684,3884.91
4685,4142.2
4686,4812.84
4687,4490.783333333333
4688,1724.9286666666667
4689,4190.54
4690,4189.42
4691,4468.08
4692,4220.0
4693,2328.74
4694,4397.26
4695,4777.01
4696,2083.22
4697,3899.46
4698,4218.56
4699,2150.58
4700,4441.56
4701,1364.28
4702,4610.38
4703,4531.46
4704,5030.9
4705,2064.51
4706,4727.41
4707,3715.27
4708,5103.62
4709,4507.17
4710,2258.96
4711,2026.81
4712,4104.68
4713,4414.37
4714,4183.66
4715,4255.24
4716,3799.71
4717,4849.3
4718,2002.7
4719,3978.27
4720,3991.05
4721,3225.65
4722,3924.33
4723,4127.18
4724,4984.48
4725,4607.75
4726,4151.23
4727,4139.76
4728,4043.12
4729,4849.93
4730,1767.18
4731,2851.31
4732,4466.62
4733,2506.81
4734,4848.33
4735,2439.03
4736,4373.23
4737,5058.37
4738,3837.05
4739,4345.12
4740,2660.21
4741,4479.77
4742,4037.38
4743,1872.82
4744,2918.91
4745,5073.09
4746,4204.82
4747,2332.91
4748,1958.75
4749,4461.02
4750,3947.93
4751,4661.76
4752,5387.53
4753,4393.46
4754,2502.66
4755,4727.97
4756,4470.97
4757,4070.63
4758,3366.38
4759,4207.96
4760,4417.51
4761,3856.38
4762,2061.02
4763,4202.64
4764,4141.37
4765,4415.74
4766,3494.38
4767,3927.59
4768,3459.23
4769,1894.93
4770,2506.02
4771,4457.28
4772,2648.43
4773,2176.46
4774,2353.83
4775,4465.85
4776,4232.3
4777,4289.2
4778,4666.02
4779,4344.52
4780,4104.45
4781,4307.72
4782,2245.76
4783,4014.18
4784,4223.08
4785,4205.96
4786,3858.47
4787,4416.01
4788,2507.73
4789,5452.8
4790,4673.35
4791,3737.71
4792,4552.49
4793,3990.27
4794,5390.94
4795,2014.52
4796,2576.43
4797,4343.35
4798,4557.38
4799,3719.15
4800,3170.49
4801,3723.46
4802,2534.91
4803,4888.25
4804,4953.51
4805,1834.97
4806,3684.06
4807,5040.03
4808,4138.27
4809,4692.24
4810,3851.61
4811,2478.61
4812,2769.56
4813,3163.39
4814,5197.54
4815,2657.68
4816,5788.56
4817,4168.11
4818,4243.37
4819,4253.33
4820,4041.92
4821,2846.9
4822,4826.06
4823,4149.78
4824,2535.02
4825,5354.41
4826,4284.82
4827,4757.23
4828,3934.06
4829,4281.82
4830,2068.71
4831,3608.17
4832,3871.3
4833,4624.5
4834,3598.85
4835,6225.38
4836,4146.53
4837,4410.11
4838,2465.66
4839,2389.51
4840,4456.28
4841,4716.12
4842,4752.0
4843,4263.0
4844,1607.23
4845,3361.69
4846,3426.82
4847,4848.431666666667
4848,4196.7
4849,4148.27
4850,1664.99
4851,2420.52
4852,4691.49
4853,4524.35
4854,4068.75
4855,3962.41
4856,2401.42
4857,4792.89
4858,4090.7
4859,4030.99
4860,3894.98
4861,4488.37
4862,4433.17
4863,2523.63
4864,5746.3
4865,3898.2
4866,2174.5
4867,5062.8
4868,4949.71
4869,2465.2
4870,4728.85
4871,3703.96
4872,1930.58
4873,3785.02
4874,3977.86
4875,4940.34
4876,4413.77
4877,4506.9
4878,2394.54
4879,4781.91
4880,4629.48
4881,4865.06
4882,4698.9
4883,4728.54
4884,4248.57
4885,4247.76
4886,2649.89
4887,2099.5
4888,2340.77
4889,2339.28
4890,2942.41
4891,4341.23
4892,4343.31
4893,4668.21
4894,3717.11
4895,4518.7
4896,3878.59
4897,5993.07
4898,2334.72
4899,4642.31
4900,2497.57
4901,3374.71
4902,4599.11
4903,4520.36
4904,4179.26
4905,4068.8
4906,3850.97
4907,7510.51
4908,4061.41
4909,2856.62
4910,4324.72
4911,3858.0
4912,3112.57
4913,3288.64
4914,4198.23
4915,4294.76
4916,2023.59
4917,3853.42
4918,2395.38
4919,4998.28
4920,4793.491666666667
4921,2044.79
4922,3639.68
4923,4015.91
4924,5577.04
4925,4280.34
4926,2124.32
4927,4827.03
4928,4351.22
4929,3757.54
4930,2226.97
4931,3885.77
4932,4067.0
4933,4308.99
4934,5976.65
4935,4629.03
4936,4380.87
4937,4223.08
4938,3746.65
4939,5902.11
4940,4656.78
4941,2485.76
4942,4189.41
4943,3458.26
4944,3695.97
4945,4567.28
4946,2132.43
4947,5093.26
4948,2403.03
4949,2079.56
4950,3614.13
4951,2660.04
4952,1876.14
4953,4995.79
4954,3089.54
4955,4050.44
4956,2152.88
4957,2262.49
4958,2943.2
4959,5214.55
4960,4648.93
4961,4743.79
4962,4155.27
4963,3685.87
4964,4409.23
4965,2253.28
4966,1877.5
4967,3590.12
4968,4106.9
4969,4155.41
4970,4581.64
4971,4124.44
4972,4176.9
4973,4755.92
4974,4608.23
4975,2219.42
4976,3918.85
4977,4578.98
4978,4222.39
4979,2252.81
4980,4008.67
4981,4112.07
4982,2561.19
4983,2654.79
4984,4227.59
4985,4214.14
4986,4606.65
4987,4601.77
4988,2230.86
4989,4163.12
4990,3222.82
4991,3760.94
4992,1789.74
4993,4761.33
4994,4699.07
4995,4728.66
4996,1857.83
4997,2568.11
4998,4832.63
4999,1725.63
5000,4248.86
5001,4601.3
5002,1679.43
5003,4217.09
5004,4570.2
5005,4245.85
5006,4546.33
5007,4471.391361471861
5008,5867.05
5009,2623.52
5010,4350.73
5011,3875.11
5012,2778.13
5013,3478.65
5014,4142.18
5015,5113.14
5016,2475.23
5017,4723.06
5018,2959.68
5019,1800.37
5020,4445.18
5021,4808.63
5022,4754.27
5023,4463.29
5024,4272.3
5025,2029.51
5026,7508.43
5027,5041.41
5028,3754.97
5029,5145.8
5030,3954.43
5031,4876.47
5032,2735.33
5033,3680.64
5034,2671.76
5035,3507.48
5036,2437.81
5037,4477.95
5038,4372.39
5039,3747.9
5040,2649.37
5041,5063.15
5042,1929.51
5043,2203.48
5044,2550.874650793651
5045,4648.15
5046,3426.57
5047,4294.0
5048,4191.59
5049,3536.94
5050,4368.05
5051,4565.7
5052,4393.44
5053,4686.16
5054,4163.5008333333335
5055,2445.73
5056,4159.11
5057,2197.1046666666666
5058,5078.22
5059,4427.79
5060,5025.16
5061,4457.63
5062,4565.546666666666
5063,4727.92
5064,2306.52
5065,4345.39
5066,2437.93
5067,2475.2
5068,2623.41
5069,4667.77
5070,4487.93
5071,4229.71
5072,2517.29
5073,4396.3
5074,4506.13
5075,3521.02
5076,3797.84
5077,4307.32
5078,2618.39
5079,4848.96
5080,3867.94
5081,3320.62
5082,3153.48
5083,4789.08
5084,1635.55
5085,2243.451222222222
5086,2608.44
5087,3118.6
5088,4625.87
5089,5004.88
5090,4454.0
5091,2284.0
5092,4149.86
5093,5082.58
5094,3241.5
5095,4195.84
5096,3860.41
5097,4381.98
5098,4441.95
5099,3592.25
5100,4638.7
5101,4102.15
5102,1799.0
5103,4212.02
5104,4452.33
5105,2553.0
5106,4646.98
5107,1311.305
5108,3891.63
5109,3051.68
5110,4006.2
5111,4035.37
5112,4146.29
5113,4456.25
5114,4617.92
5115,2340.47
5116,2082.43
5117,2153.51
5118,4639.34
5119,4278.05
5120,4294.44
5121,3925.62
5122,4102.43
5123,4198.72
5124,4452.26
5125,4041.13
5126,3859.0
5127,4395.923333333333
5128,5434.83
5129,3785.75
5130,4697.93
5131,4798.01
5132,4659.9
5133,4548.3
5134,3937.55
5135,1654.29
5136,4178.94
5137,2462.42
5138,1998.8
5139,1784.64
5140,5026.3
5141,3893.19
5142,2561.0
5143,4764.02
5144,4348.02
5145,4426.91
5146,4186.53
5147,4923.3
5148,2049.48
5149,2214.35
5150,4653.86
5151,3373.84
5152,4727.08
5153,4627.64
5154,4369.13
5155,2530.76
5156,4527.82
5157,6206.13
5158,4421.04
5159,4241.28
5160,2309.89
5161,1925.15
5162,4140.23
5163,4707.38
5164,4385.24
5165,2914.69
5166,4407.21
5167,3374.07
5168,2246.69
5169,3998.02
5170,5031.94
5171,4912.68
5172,3868.57
5173,4922.61
5174,4051.35
5175,2406.0
5176,3666.43
5177,2044.34
5178,3156.06
5179,4026.39
5180,3531.72
5181,3609.8
5182,2122.47
5183,5226.82
5184,4152.37
5185,1958.92
5186,3151.02
5187,5284.35
5188,3909.5
5189,1935.2856666666664
5190,2283.66
5191,2228.99
5192,4265.54
5193,4905.54
5194,4500.47
5195,4137.15
5196,5081.57
5197,4554.72
5198,4833.94
5199,5048.19
5200,3929.9
5201,4036.4
5202,3886.89
5203,3976.27
5204,5820.88
5205,4269.5
5206,4164.41
5207,4479.3
5208,3648.16
5209,4628.53
5210,14591.55
5211,4660.96
5212,1880.64
5213,4764.33
5214,6523.83
5215,2081.84
5216,1500.68
5217,4350.02
5218,4642.8
5219,4636.9
5220,3673.22
5221,3933.17
5222,4040.25
5223,2764.37
5224,4440.15
5225,2058.57
5226,4357.34
5227,2064.33
5228,6657.0
5229,4585.06
5230,4653.96
5231,2232.01
5232,4137.19
5233,3832.56
5234,3472.17
5235,4299.03
5236,2097.54
5237,4226.04
5238,4307.22
5239,1854.74
5240,1680.09
5241,3210.48
5242,4466.8
5243,4042.315833333333
5244,4244.43
5245,4893.42
5246,3668.91
5247,1607.15
5248,4789.31
5249,4155.75
5250,4161.88
5251,2423.95
5252,4893.11
5253,2444.59
5254,6183.68
5255,4707.19
5256,4533.5
5257,4880.25
5258,3691.32
5259,3863.81
5260,3425.36
5261,4216.02
5262,4375.562
5263,2174.39
5264,3306.94
5265,1131.12
5266,3030.32
5267,2809.07
5268,2302.19
5269,5509.82
5270,4129.53
5271,5170.23
5272,2142.58
5273,4486.12
5274,2406.54
5275,2244.72
5276,3736.64
5277,1776.27
5278,1990.76
5279,4844.22
5280,4612.18
5281,7545.15
5282,4037.31
5283,2155.42
5284,4208.22
5285,4277.68
5286,4989.19
5287,2295.05
5288,4690.98
5289,5208.09
5290,4524.37
5291,4214.37
5292,4145.19
5293,4206.53
5294,8237.81
5295,4005.38
5296,3594.35
5297,4784.11
5298,4713.89
5299,4468.74907142857
5300,2063.9898333333335
5301,2363.35
5302,3867.61
5303,4417.98
5304,4083.41
5305,4313.42
5306,4500.79
5307,4569.69
5308,4751.45
5309,4971.23
5310,4632.0
5311,4357.66
5312,2109.01
5313,2578.35
5314,4374.77
5315,3665.83
5316,4548.78
5317,4566.46
5318,3801.71
5319,3875.93
5320,3903.69
5321,1699.0
5322,4364.32
5323,869.04
5324,2307.6
5325,4804.43
5326,4276.68
5327,4069.71
5328,4909.41
5329,3936.65
5330,4827.53
5331,4678.22
5332,4388.56
5333,5091.01
5334,2349.24
5335,4736.53
5336,4224.37
5337,4776.39
5338,4263.21
5339,4600.95
5340,4658.41
5341,2390.42
5342,4509.15
5343,2947.22
5344,3272.43
5345,4672.79
5346,3982.53
5347,3884.81
5348,4103.41
5349,5312.2
5350,2328.25
